label,message,label_id,char_count,word_count,digit_count,has_currency,has_long_number,normalized_message
ham,Ok I'm gonna head up to usf in like fifteen minutes,0,51,11,0,False,False,ok i'm gonna head up to usf in like fifteen minutes
ham,I've sent ü my part..,0,21,5,0,False,False,i've sent ü my part..
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,140,28,0,False,False,"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me."
ham,Hello madam how are you ?,0,25,6,0,False,False,hello madam how are you ?
ham,"This is one of the days you have a billion classes, right?",0,58,12,0,False,False,"this is one of the days you have a billion classes, right?"
ham,Yar... I tot u knew dis would happen long ago already.,0,54,11,0,False,False,yar... i tot u knew dis would happen long ago already.
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0,127,27,0,False,False,"how is my boy? no sweet words left for me this morning ... *sighs* ... how goes you day, my love ? did you start your studying?"
ham,i am going to bed now prin,0,26,7,0,False,False,i am going to bed now prin
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,191,38,0,False,False,"it's not that you make me cry. it's just that when all our stuff happens on top of everything else, it pushes me over the edge. you don't underdtand how often i cry over my sorry, sorry life."
ham,Oh yah... We never cancel leh... Haha ,0,38,7,0,False,False,oh yah... we never cancel leh... haha
ham,Hey you told your name to gautham ah?,0,37,8,0,False,False,hey you told your name to gautham ah?
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,94,17,0,False,False,"good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,0,105,25,1,False,False,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,1,159,29,23,True,True,back 2 work 2morro half term over! can u c me 2nite 4 some sexy passion b4 i have 2 go back? chat now 09099726481 luv dena calls £1/minmobsmorelkpobox177hp51fl
ham,When you are big..| God will bring success.,0,43,8,0,False,False,when you are big..| god will bring success.
ham,"I want to show you the world, princess :) how about europe?",0,59,12,0,False,False,"i want to show you the world, princess :) how about europe?"
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,125,22,0,False,False,my darling sister. how are you doing. when's school resuming. is there a minimum wait period before you reapply? do take care
ham,"G says you never answer your texts, confirm/deny",0,48,8,0,False,False,"g says you never answer your texts, confirm/deny"
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,0,79,16,0,False,False,no problem with the renewal. i.ll do it right away but i dont know his details.
ham,Hi good mornin.. Thanku wish u d same..,0,39,8,0,False,False,hi good mornin.. thanku wish u d same..
ham,Love you aathi..love u lot..,0,28,5,0,False,False,love you aathi..love u lot..
ham,Is xy going 4 e lunch?,0,22,6,1,False,False,is xy going 4 e lunch?
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),0,111,22,0,False,False,spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled? :)
ham,Honey boo I'm missing u.,0,24,5,0,False,False,honey boo i'm missing u.
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,159,29,12,False,True,summers finally here! fancy a chat or flirt with sexy singles in yr area? to get matched up just reply summer now. free 2 join. optout txt stop help08714742804
ham,"They can try! They can get lost, in fact. Tee hee",0,49,11,0,False,False,"they can try! they can get lost, in fact. tee hee"
ham,Dont talk to him ever ok its my word.,0,37,9,0,False,False,dont talk to him ever ok its my word.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,150,28,16,False,True,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,146,24,24,False,True,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 08001950382 or call2optout/674&
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1,161,23,47,True,True,+449071512431 urgent! this is the 2nd attempt to contact u!u have won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50
ham,Holy living christ what is taking you so long,0,45,9,0,False,False,holy living christ what is taking you so long
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,316,57,2,False,False,"height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:""if it is made by my students,this wont even start........ datz confidence.."
ham,Surly ill give it to you:-) while coming to review.,0,51,10,0,False,False,surly ill give it to you:-) while coming to review.
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0,119,25,0,False,False,no * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! loving u
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,153,28,23,False,True,sports fans - get the latest sports news str* 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,158,34,0,False,False,"i hope your alright babe? i worry that you might have felt a bit desparate when you learned the job was a fake ? i am here waiting when you come back, my love"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1,108,20,5,False,True,sunshine quiz! win a super sony dvd recorder if you canname the capital of australia? text mquiz to 82277. b
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0,89,20,1,False,False,u gd lor go shopping i got stuff to do. u wan 2 watch infernal affairs a not? come lar...
ham,What happen dear. Why you silent. I am tensed,0,45,9,0,False,False,what happen dear. why you silent. i am tensed
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,112,23,0,False,False,"mum, hope you are having a great day. hoping this text meets you well and full of life. have a great day. abiola"
ham,No need lar i go engin? Cos my sis at arts today...,0,51,12,0,False,False,no need lar i go engin? cos my sis at arts today...
ham,Y so late but i need to go n get da laptop...,0,45,12,0,False,False,y so late but i need to go n get da laptop...
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,243,52,0,False,False,"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know."
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,0,59,12,0,False,False,yup but not studying surfing lor. i'm in e lazy mode today.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,112,19,20,False,True,good luck! draw takes place 28th feb 06. good luck! for removal send stop to 87239 customer services 08708034412
ham,And I don't plan on staying the night but I prolly won't be back til late,0,73,16,0,False,False,and i don't plan on staying the night but i prolly won't be back til late
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,0,82,18,0,False,False,me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit...
ham,Hmm thinking lor...,0,19,3,0,False,False,hmm thinking lor...
ham,Compliments to you. Was away from the system. How your side.,0,60,11,0,False,False,compliments to you. was away from the system. how your side.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,0,89,18,0,False,False,send his number and give reply tomorrow morning for why you said that to him like that ok
ham,"Sorry, I'll call later",0,22,4,0,False,False,"sorry, i'll call later"
ham,&lt;#&gt;  am I think? Should say on syllabus,0,45,8,0,False,False,&lt;#&gt; am i think? should say on syllabus
ham,"Awesome, that gonna be soon or later tonight?",0,45,8,0,False,False,"awesome, that gonna be soon or later tonight?"
ham,I told that am coming on wednesday.,0,35,7,0,False,False,i told that am coming on wednesday.
ham,Why you Dint come with us.,0,26,6,0,False,False,why you dint come with us.
ham,K...k...when will you give treat?,0,33,5,0,False,False,k...k...when will you give treat?
ham,Correct. So how was work today,0,30,6,0,False,False,correct. so how was work today
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0,104,22,0,False,False,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0,87,18,0,False,False,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,0,76,12,0,False,False,our prashanthettan's mother passed away last night. pray for her and family.
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,210,43,0,False,False,dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,Kallis wont bat in 2nd innings.,0,31,6,1,False,False,kallis wont bat in 2nd innings.
ham,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",0,96,17,0,False,False,"""petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic"""
ham,U 2.,0,4,2,1,False,False,u 2.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,152,24,13,False,True,-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468
ham,Can come my room but cannot come my house cos my house still messy... Haha...,0,77,15,0,False,False,can come my room but cannot come my house cos my house still messy... haha...
ham,"Awesome, I'll see you in a bit",0,30,7,0,False,False,"awesome, i'll see you in a bit"
ham,soon you will have the real thing princess! Do i make you wet? :),0,65,14,0,False,False,soon you will have the real thing princess! do i make you wet? :)
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,169,35,0,False,False,i'm turning off my phone. my moms telling everyone i have cancer. and my sister won't stop calling. it hurts to talk. can't put up with it. see u when u get home. love u
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,81,11,7,True,False,hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,106,23,0,False,False,i had a good time too. its nice to do something a bit different with my weekends for a change. see ya soon
ham,Webpage s not available!,0,24,4,0,False,False,webpage s not available!
ham,they released another Italian one today and it has a cosign option,0,66,12,0,False,False,they released another italian one today and it has a cosign option
ham,In which place do you want da.,0,30,7,0,False,False,in which place do you want da.
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,163,22,6,False,False,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!
ham,Not a drop in the tank,0,22,6,0,False,False,not a drop in the tank
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,117,20,0,False,False,usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,113,23,0,False,False,hey ! don't forget ... you are mine ... for me ... my possession ... my property ... mmm ... *childish smile* ...
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,66,12,0,False,False,"(and my man carlos is definitely coming by mu tonight, no excuses)"
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,130,25,11,False,True,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,153,30,3,False,False,your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.
ham,Just got outta class gonna go gym.,0,34,7,0,False,False,just got outta class gonna go gym.
ham,Can not use foreign stamps in this country. Good lecture .,0,58,11,0,False,False,can not use foreign stamps in this country. good lecture .
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,89,17,0,False,False,you didn't have to tell me that...now i'm thinking. plus he's going to stop all your runs
ham,U still painting ur wall?,0,25,5,0,False,False,u still painting ur wall?
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,74,14,14,False,True,it to 80488. your 500 free text messages are valid until 31 december 2005.
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0,110,19,0,False,False,we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,151,32,0,False,False,nothing but we jus tot u would ask cos u ba gua... but we went mt faber yest... yest jus went out already mah so today not going out... jus call lor...
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,130,24,0,False,False,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
ham,Are you up for the challenge? I know i am :),0,44,11,0,False,False,are you up for the challenge? i know i am :)
ham,No she didnt. I will search online and let you know.,0,52,11,0,False,False,no she didnt. i will search online and let you know.
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,101,21,0,False,False,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,77,15,0,False,False,noooooooo please. last thing i need is stress. for once in your life be fair.
ham,You are a very very very very bad girl. Or lady.,0,48,11,0,False,False,you are a very very very very bad girl. or lady.
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,110,23,0,False,False,think you sent the text to the home phone. that cant display texts. if you still want to send it his number is
ham,What's up. Do you want me to come online?,0,41,9,0,False,False,what's up. do you want me to come online?
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,154,29,13,False,True,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,185,38,0,False,False,i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.|
ham,Fuck babe ... What happened to you ? How come you never came back?,0,66,14,0,False,False,fuck babe ... what happened to you ? how come you never came back?
ham,"Great. I'm in church now, will holla when i get out",0,51,11,0,False,False,"great. i'm in church now, will holla when i get out"
ham,Anything lor if they all go then i go lor...,0,44,10,0,False,False,anything lor if they all go then i go lor...
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,139,29,1,False,False,"ya, i'm referin to mei's ex wat... no ah, waitin 4 u to treat, somebody shld b rich liao...so gd, den u dun have to work frm tmr onwards..."
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,156,27,18,True,True,urgent! we are trying to contact you. last weekends draw shows that you have won a £900 prize guaranteed. call 09061701939. claim code s89. valid 12hrs only
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,152,21,0,False,False,"dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,K.then any other special?,0,25,4,0,False,False,k.then any other special?
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0,83,18,0,False,False,"hey babe, how's it going ? did you ever figure out where your going for new years ?"
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,86,17,1,False,False,"very strange. and are watching the 2nd one now but i'm in bed. sweet dreams, miss u"
ham,"Usf I guess, might as well take 1 car",0,37,9,1,False,False,"usf i guess, might as well take 1 car"
ham,S.i'm watching it in live..,0,27,5,0,False,False,s.i'm watching it in live..
ham,No..its ful of song lyrics..,0,28,5,0,False,False,no..its ful of song lyrics..
ham,"yeah, that's what I was thinking",0,32,6,0,False,False,"yeah, that's what i was thinking"
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0,107,23,0,False,False,they are just making it easy to pay back. i have &lt;#&gt; yrs to say but i can pay back earlier. you get?
ham,I will be gentle princess! We will make sweet gentle love...,0,60,11,0,False,False,i will be gentle princess! we will make sweet gentle love...
ham,"Haha, just what I was thinkin",0,29,6,0,False,False,"haha, just what i was thinkin"
ham,Then get some cash together and I'll text jason,0,47,9,0,False,False,then get some cash together and i'll text jason
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,96,20,1,False,False,was gr8 to see that message. so when r u leaving? congrats dear. what school and wat r ur plans.
ham,"Well, I meant as opposed to my drunken night of before",0,54,11,0,False,False,"well, i meant as opposed to my drunken night of before"
ham,K:)k:)what are detail you want to transfer?acc no enough?,0,57,9,0,False,False,k:)k:)what are detail you want to transfer?acc no enough?
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0,95,20,0,False,False,i take it we didn't have the phone callon friday. can we assume we won't have it this year now?
ham,;-) ok. I feel like john lennon.,0,32,7,0,False,False,;-) ok. i feel like john lennon.
ham,Was playng 9 doors game and gt racing on phone lol,0,50,11,1,False,False,was playng 9 doors game and gt racing on phone lol
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",0,76,15,0,False,False,"i prefer my free days... tues, wed, fri oso can... ü ask those workin lor..."
ham,I can do that! I want to please you both inside and outside the bedroom...,0,74,15,0,False,False,i can do that! i want to please you both inside and outside the bedroom...
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,114,24,0,False,False,aiyo a bit pai seh ü noe... scared he dun rem who i am then die... hee... but he become better lookin oredi leh...
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,327,63,1,False,False,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. and tomorrow will be the best day of your life. dont break this chain. if you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
ham,Ü dun need to pick ur gf?,0,25,7,0,False,False,ü dun need to pick ur gf?
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0,161,30,1,False,False,you stayin out of trouble stranger!!saw dave the other day hes sorted now!still with me bloke when u gona get a girl mr!ur mum still thinks we will get 2getha!
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1,147,28,5,False,False,"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0,115,28,0,False,False,yes i think so. i am in office but my lap is in room i think thats on for the last few days. i didnt shut that down
ham,COME BACK TO TAMPA FFFFUUUUUUU,0,30,5,0,False,False,come back to tampa ffffuuuuuuu
ham,K.i did't see you.:)k:)where are you now?,0,41,7,0,False,False,k.i did't see you.:)k:)where are you now?
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,80,21,2,False,False,hi there. we have now moved in2 our pub . would be great 2 c u if u cud come up.
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,0,157,32,0,False,False,i cant wait for cornwall. hope tonight isnt too bad as well but its rock night shite. anyway im going for a kip now have a good night. speak to you soon.
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0,190,37,0,False,False,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Haf u found him? I feel so stupid da v cam was working.,0,55,13,0,False,False,haf u found him? i feel so stupid da v cam was working.
ham,Yup bathe liao...,0,17,3,0,False,False,yup bathe liao...
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,82,17,1,False,False,"thk shld b can... ya, i wana go 4 lessons... haha, can go for one whole stretch..."
ham,I think just yourself …Thanks and see you tomo,0,46,9,0,False,False,i think just yourself …thanks and see you tomo
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,157,31,2,False,False,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come..."
ham,R ü comin back for dinner?,0,26,6,0,False,False,r ü comin back for dinner?
ham,Lmao. Take a pic and send it to me.,0,35,9,0,False,False,lmao. take a pic and send it to me.
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0,160,31,0,False,False,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da"
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0,63,12,0,False,False,yar lor actually we quite fast... cos da ge slow wat... haha...
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,113,25,1,False,False,"hey chief, can you give me a bell when you get this. need to talk to you about this royal visit on the 1st june."
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,30,0,False,False,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,154,32,14,False,True,what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!
ham,Yes princess! I want to make you happy...,0,41,8,0,False,False,yes princess! i want to make you happy...
ham,I went to project centre,0,24,5,0,False,False,i went to project centre
ham,Ok thanx...,0,11,2,0,False,False,ok thanx...
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0,136,25,0,False,False,am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,My drive can only be read. I need to write,0,42,10,0,False,False,my drive can only be read. i need to write
ham,"Just looked it up and addie goes back Monday, sucks to be her",0,61,13,0,False,False,"just looked it up and addie goes back monday, sucks to be her"
ham,Ü dun wan to watch infernal affair?,0,35,7,0,False,False,ü dun wan to watch infernal affair?
ham,"I guess you could be as good an excuse as any, lol.",0,51,12,0,False,False,"i guess you could be as good an excuse as any, lol."
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,112,25,0,False,False,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,Will ü b going to esplanade fr home?,0,36,8,0,False,False,will ü b going to esplanade fr home?
ham,How long does it take to get it.,0,32,8,0,False,False,how long does it take to get it.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,137,23,22,True,False,please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!
ham,Am in gobi arts college,0,23,5,0,False,False,am in gobi arts college
ham,Which channel:-):-):):-).,0,25,2,0,False,False,which channel:-):-):):-).
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,27,0,False,False,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1,149,23,25,True,True,"you are a £1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe"
